,DIAGNOSIS_CODE,DIAGNOSIS_NAME,STD_INDICATOR,APPROVED_INDICATOR,CREATE_DATE,INPUT_CODE,INPUT_CODE_WB,DIAGNOSIS_DICT,DISEASE_SORT,CODE_VERSION
9208,M00.902,化脓性关节炎,1,1,29-9月 -15,HNXGJY,,,,ICD10_15
9209,M00.951,感染性髋关节炎,1,1,29-9月 -15,GRXKGJY,,,,ICD10_15
9217,M02.991,反应性关节炎,1,1,29-9月 -15,FYXGJY,,,,ICD10_15
9228,M95.402,后天性胸壁变形,1,1,29-9月 -15,HTXXBBX,,,,ICD10_15
9231,M95.501,后天性骨盆畸形,1,1,29-9月 -15,HTXGPJX,,,,ICD10_15
9232,M95000/3,神经母细胞瘤,1,1,29-9月 -15,SJMXBL,,,,ICD10_15
9252,M95300/0,脑(脊)膜瘤,1,1,29-9月 -15,NJML,,,,ICD10_15
9258,M95310/0,脑膜皮细胞型脑(脊)膜瘤,1,1,29-9月 -15,NMPXBXNJ,,,,ICD10_15
9260,M95320/0,纤维母细胞型脑(脊)膜瘤,1,1,29-9月 -15,XWMXBXNJ,,,,ICD10_15
9265,M95370/0,混合型脑(脊)膜瘤,1,1,29-9月 -15,HHXNJML,,,,ICD10_15
9267,M95372/0,过渡型脑(脊)膜瘤,1,1,29-9月 -15,GDXNJML,,,,ICD10_15
9269,M95380/3,乳头状脑(脊)膜瘤,1,1,29-9月 -15,RTZNJML,,,,ICD10_15
9273,M95400/0,神经纤维瘤,1,1,29-9月 -15,SJXWL,,,,ICD10_15
9281,M95500/0,丛状神经纤维瘤,1,1,29-9月 -15,CZSJXWL,,,,ICD10_15
9282,M95600/0,神经鞘瘤,1,1,29-9月 -15,SJSL,,,,ICD10_15
9285,M95700/0,神经瘤,1,1,29-9月 -15,SJL,,,,ICD10_15
9287,M95800/0,颗粒细胞瘤,1,1,29-9月 -15,KLXBL,,,,ICD10_15
9292,M95900/3,恶性淋巴瘤,1,1,29-9月 -15,EXLBL,,,,ICD10_15
9294,M95910/3,非霍奇金恶性淋巴瘤,1,1,29-9月 -15,FHQJEXLB,,,,ICD10_15
9300,M96.001,关节术后假关节,1,1,29-9月 -15,GJSHJGJ,,,,ICD10_15
9310,M96.801,人工关节置换术后功能障碍,1,1,29-9月 -15,RGGJZHSH,,,,ICD10_15
9316,M96500/3,霍奇金淋巴瘤,1,1,29-9月 -15,HQJLBL,,,,ICD10_15
9325,M96701/3,小B淋巴细胞性淋巴瘤,1,1,29-9月 -15,XBLBXBXL,,,,ICD10_15
9327,M96730/3,套细胞淋巴瘤,1,1,29-9月 -15,TXBLBL,,,,ICD10_15
9330,M96800/3,弥漫性大B细胞性恶性淋巴瘤,1,1,29-9月 -15,MMXDBXBX,,,,ICD10_15
9332,M96840/3,免疫母细胞性恶性淋巴瘤,1,1,29-9月 -15,MYMXBXEX,,,,ICD10_15
9334,O00.101,输卵管妊娠,1,1,29-9月 -15,SLGRS,,,,ICD10_15
9335,O00.102,输卵管妊娠破裂,1,1,29-9月 -15,SLGRSPL,,,,ICD10_15
9337,Q24.810,心脏憩室,1,1,29-9月 -15,XZQS,,,,ICD10_15
9338,Q24.811,先天性左心室流出道狭窄,1,1,29-9月 -15,XTXZXSLC,,,,ICD10_15
9339,Q24.812,先天性右心室流出道狭窄,1,1,29-9月 -15,XTXYXSLC,,,,ICD10_15
9341,Q24.911,先天性心脏病,1,1,29-9月 -15,XTXXZB,,,,ICD10_15
9342,Q25.001,先天性动脉导管未闭,1,1,29-9月 -15,XTXDMDGW,,,,ICD10_15
9343,Q25.101,先天性主动脉缩窄,1,1,29-9月 -15,XTXZDMSZ,,,,ICD10_15
9344,Q25.301,先天性主动脉瓣上狭窄,1,1,29-9月 -15,XTXZDMBS,,,,ICD10_15
9345,Q25.401,主动脉弓间断,1,1,29-9月 -15,ZDMGJD,,,,ICD10_15
9346,Q25.402,先天性主动脉窦动脉瘤,1,1,29-9月 -15,XTXZDMDD,,,,ICD10_15
9347,Q25.403,主动脉发育不全,1,1,29-9月 -15,ZDMFYBQ,,,,ICD10_15
9348,Q25.404,先天性主动脉畸形,1,1,29-9月 -15,XTXZDMJX,,,,ICD10_15
9352,Q25.601,先天性肺动脉狭窄,1,1,29-9月 -15,XTXFDMXZ,,,,ICD10_15
9353,Q25.701,先天性肺动脉异常,1,1,29-9月 -15,XTXFDMYC,,,,ICD10_15
9360,Q26.002,先天性上腔静脉狭窄,1,1,29-9月 -15,XTXSQJMX,,,,ICD10_15
9362,Q26.101,先天性左上腔静脉永存,1,1,29-9月 -15,XTXZSQJM,,,,ICD10_15
9365,Q26.401,先天性肺静脉异常引流,1,1,29-9月 -15,XTXFJMYC,,,,ICD10_15
9369,Q27.001,单脐动脉,1,1,29-9月 -15,DQDM,,,,ICD10_15
9385,Q27.805,先天性胃血管畸形,1,1,29-9月 -15,XTXWXGJX,,,,ICD10_15
9404,Q27.901,血管畸形,1,1,29-9月 -15,XGJX,,,,ICD10_15
9408,Q28.301,先天性脑血管畸形,1,1,29-9月 -15,XTXNXGJX,,,,ICD10_15
9409,Q28.302,先天性脑动脉瘤,1,1,29-9月 -15,XTXNDML,,,,ICD10_15
9411,Q28.901,先天性血管畸形,1,1,29-9月 -15,XTXXGJX,,,,ICD10_15
9417,Q30.901,先天性鼻畸形,1,1,29-9月 -15,XTXBJX,,,,ICD10_15
9423,Q31.802,先天性喉软骨发育不全,1,1,29-9月 -15,XTXHRGFY,,,,ICD10_15
9428,Q32.401,先天性支气管囊肿,1,1,29-9月 -15,XTXZQGNZ,,,,ICD10_15
9431,Q33.001,先天性肺囊肿,1,1,29-9月 -15,XTXFNZ,,,,ICD10_15
9434,Q33.201,肺隔离症,1,1,29-9月 -15,FGLZ,,,,ICD10_15
9440,Q35.301,软腭裂,1,1,29-9月 -15,REL,,,,ICD10_15
9448,Q36.901,唇裂,1,1,29-9月 -15,CL,,,,ICD10_15
9452,W55.902,其他哺乳动物咬伤,1,1,29-9月 -15,QTBRDWYS,,,,ICD10_15
9459,W74.902,意外淹溺,1,1,29-9月 -15,YWYN,,,,ICD10_15
9461,W77.902,墙壁倒塌伤,1,1,29-9月 -15,QBDTS,,,,ICD10_15
9463,W79.901,吸入或咽下食物引起呼吸道梗阻,1,1,29-9月 -15,XRHYXSWY,,,,ICD10_15
9464,W80.901,吸入或咽下非食物引起的呼吸道梗阻,1,1,29-9月 -15,XRHYXFSW,,,,ICD10_15
9466,W87.901,电流引起烧伤,1,1,29-9月 -15,DLYQSS,,,,ICD10_15
9467,W87.902,电流引起的事故,1,1,29-9月 -15,DLYQDSG,,,,ICD10_15
9470,W88.903,放射性损害,1,1,29-9月 -15,FSXSH,,,,ICD10_15
9476,W94.801,飞行员病(由于飞行气压改变引起的疾病),1,1,29-9月 -15,FXYBYYFX,,,,ICD10_15
9482,X08.901,非住宅建筑物失火,1,1,29-9月 -15,FZZJZWSH,,,,ICD10_15
9483,X09.901,火焰烧伤,1,1,29-9月 -15,HYSS,,,,ICD10_15
9484,X12.901,热液气引起烧伤,1,1,29-9月 -15,RYQYQSS,,,,ICD10_15
9486,X19.901,意外烫伤,1,1,29-9月 -15,YWTS,,,,ICD10_15
9487,X19.902,热体性烧伤,1,1,29-9月 -15,RTXSS,,,,ICD10_15
9489,X20.902,毒蛇咬伤,1,1,29-9月 -15,DSYS,,,,ICD10_15
9495,X26.901,有毒海生动物或植物的中毒,1,1,29-9月 -15,YDHSDWHZ,,,,ICD10_15
9498,X26.904,昆虫咬伤,1,1,29-9月 -15,KCYS,,,,ICD10_15
9499,X30.881,军事训练伤，中暑,1,1,29-9月 -15,JSXLSDZS,,,,ICD10_15
9500,X30.901,由于气温过高引起的中暑,1,1,29-9月 -15,YYQWGGYQ,,,,ICD10_15
9506,X40.901,扑热息痛类药物意外中毒,1,1,29-9月 -15,PRXTLYWY,,,,ICD10_15
9508,X41.901,巴比妥盐类意外中毒,1,1,29-9月 -15,BBTYLYWZ,,,,ICD10_15
9513,X41.906,安定意外中毒,1,1,29-9月 -15,ADYWZD,,,,ICD10_15
9515,X41.908,舒乐安定意外中毒,1,1,29-9月 -15,SLADYWZD,,,,ICD10_15
9516,X41.909,安定剂意外中毒,1,1,29-9月 -15,ADJYWZD,,,,ICD10_15
9528,X44.904,地高辛意外中毒,1,1,29-9月 -15,DGXYWZD,,,,ICD10_15
9535,X44.911,皮肤用药意外中毒,1,1,29-9月 -15,PFYYYWZD,,,,ICD10_15
9538,X45.901,酒精意外中毒,1,1,29-9月 -15,JJYWZD,,,,ICD10_15
9548,X47.903,一氧化碳意外中毒,1,1,29-9月 -15,YYHTYWZD,,,,ICD10_15
9550,X47.905,氯气意外中毒,1,1,29-9月 -15,LQYWZD,,,,ICD10_15
9551,X47.906,二氧化碳意外中毒,1,1,29-9月 -15,EYHTYWZD,,,,ICD10_15
9555,X48.901,敌敌畏意外中毒,1,1,29-9月 -15,DDWYWZD,,,,ICD10_15
9556,X48.902,灭鼠剂类意外中毒,1,1,29-9月 -15,MSJLYWZD,,,,ICD10_15
9557,X48.903,农药意外中毒,1,1,29-9月 -15,NYYWZD,,,,ICD10_15
9564,X49.906,食品类意外中毒,1,1,29-9月 -15,SPLYWZD,,,,ICD10_15
9566,X49.908,药物意外中毒,1,1,29-9月 -15,YWYWZD,,,,ICD10_15
9571,M06.101,成人型Still病,1,1,29-9月 -15,CRXSTILL,,,,ICD10_15
9578,M06.961,类风湿性膝关节炎,1,1,29-9月 -15,LFSXXGJY,,,,ICD10_15
9580,M06.991,类风湿性关节炎,1,1,29-9月 -15,LFSXGJY,,,,ICD10_15
9583,M08.201,幼年型Still病,1,1,29-9月 -15,YNXSTILL,,,,ICD10_15
9587,M10.001,痛风性关节炎(病),1,1,29-9月 -15,TFXGJYB,,,,ICD10_15
9592,M10.991,痛风,1,1,29-9月 -15,TF,,,,ICD10_15
9593,M10.992,痛风结节,1,1,29-9月 -15,TFJJ,,,,ICD10_15
9595,M10.994,痛风石,1,1,29-9月 -15,TFS,,,,ICD10_15
9610,M13.912,胸锁关节炎,1,1,29-9月 -15,XSGJY,,,,ICD10_15
9611,M13.991,关节炎,1,1,29-9月 -15,GJY,,,,ICD10_15
9612,M15.901,骨关节炎(多部位),1,1,29-9月 -15,GGJYDBW,,,,ICD10_15
9613,M16.001,双侧髋关节（炎）病,1,1,29-9月 -15,SCKGJDYD,,,,ICD10_15
9614,M16.101,单侧髋关节(炎)病,1,1,29-9月 -15,DCKGJYB,,,,ICD10_15
9621,M16.901,髋骨关节炎,1,1,29-9月 -15,KGGJY,,,,ICD10_15
9622,M17.001,双膝关节病(炎),1,1,29-9月 -15,SXGJBY,,,,ICD10_15
9623,M17.101,单膝关节病(炎),1,1,29-9月 -15,DXGJBY,,,,ICD10_15
9625,M17.301,创伤性膝骨关节炎(单侧),1,1,29-9月 -15,CSXXGGJY,,,,ICD10_15
9627,M17.901,膝骨关节病,1,1,29-9月 -15,XGGJB,,,,ICD10_15
9628,M17.901,膝骨关节炎,1,1,29-9月 -15,XGGJY,,,,ICD10_15
9629,M17.902,膝关节病,1,1,29-9月 -15,XGJB,,,,ICD10_15
9630,M17.903,膝关节退行性改变,1,1,29-9月 -15,XGJTXXGB,,,,ICD10_15
9633,M19.111,创伤性肩关节炎,1,1,29-9月 -15,CSXJGJY,,,,ICD10_15
9634,M19.121,创伤性肘关节炎,1,1,29-9月 -15,CSXZGJY,,,,ICD10_15
9635,M19.171,创伤性踝关节炎,1,1,29-9月 -15,CSXHGJY,,,,ICD10_15
9637,M19.191,创伤性关节病,1,1,29-9月 -15,CSXGJB,,,,ICD10_15
9639,M19.811,肩关节骨性关节炎,1,1,29-9月 -15,JGJGXGJY,,,,ICD10_15
9640,M19.821,肘关节骨性关节炎,1,1,29-9月 -15,ZGJGXGJY,,,,ICD10_15
9641,M19.841,手骨关节炎,1,1,29-9月 -15,SGGJY,,,,ICD10_15
9642,M19.871,踝关节骨性关节炎,1,1,29-9月 -15,HGJGXGJY,,,,ICD10_15
9647,M19.991,骨关节病,1,1,29-9月 -15,GGJB,,,,ICD10_15
9648,M19.992,退行性骨关节病,1,1,29-9月 -15,TXXGGJB,,,,ICD10_15
9649,M20.001,后天性指畸形,1,1,29-9月 -15,HTXZJX,,,,ICD10_15
9650,M20.101,足拇囊炎,1,1,29-9月 -15,ZMNY,,,,ICD10_15
9651,M20.102,后天性足拇外翻,1,1,29-9月 -15,HTXZMWF,,,,ICD10_15
9652,M20.301,后天性拇内翻,1,1,29-9月 -15,HTXMNF,,,,ICD10_15
9656,M20.601,后天性足趾畸形,1,1,29-9月 -15,HTXZZJX,,,,ICD10_15
9660,M21.071,后天性外翻足,1,1,29-9月 -15,HTXWFZ,,,,ICD10_15
9662,M21.151,后天性髋内翻,1,1,29-9月 -15,HTXKNF,,,,ICD10_15
9664,M21.171,后天性内翻足,1,1,29-9月 -15,HTXNFZ,,,,ICD10_15
9671,M21.471,后天性扁平足,1,1,29-9月 -15,HTXBPZ,,,,ICD10_15
9672,M21.541,后天性手指畸形,1,1,29-9月 -15,HTXSZJX,,,,ICD10_15
9674,M21.571,后天性马蹄内翻足,1,1,29-9月 -15,HTXMTNFZ,,,,ICD10_15
9675,M21.572,后天性足畸形,1,1,29-9月 -15,HTXZJX,,,,ICD10_15
9681,M21.851,后天性股骨畸形,1,1,29-9月 -15,HTXGGJX,,,,ICD10_15
9684,O00.103,输卵管妊娠流产,1,1,29-9月 -15,SLGRSLC,,,,ICD10_15
9685,O00.201,卵巢妊娠,1,1,29-9月 -15,LCRS,,,,ICD10_15
9687,O00.802,子宫角妊娠,1,1,29-9月 -15,ZGJRS,,,,ICD10_15
9688,O00.803,子宫颈妊娠,1,1,29-9月 -15,ZGJRS,,,,ICD10_15
9690,O00.805,子宫瘢痕妊娠,1,1,29-9月 -15,ZGBHRS,,,,ICD10_15
9692,O00.901,异位妊娠,1,1,29-9月 -15,YWRS,,,,ICD10_15
9693,O01.001,"葡萄胎,完全性",1,1,29-9月 -15,PTTWQX,,,,ICD10_15
9694,O01.101,"葡萄胎,部分性",1,1,29-9月 -15,PTTBFX,,,,ICD10_15
9695,O01.901,水泡状胎块,1,1,29-9月 -15,SPZTK,,,,ICD10_15
9699,O02.101,过期流产,1,1,29-9月 -15,GQLC,,,,ICD10_15
9700,O02.102,稽留流产,1,1,29-9月 -15,JLLC,,,,ICD10_15
9703,O03.101,不完全自然流产并发出血,1,1,29-9月 -15,BWQZRLCB,,,,ICD10_15
9704,O03.401,不完全流产,1,1,29-9月 -15,BWQLC,,,,ICD10_15
9705,O03.901,自然流产,1,1,29-9月 -15,ZRLC,,,,ICD10_15
9706,O03.902,完全性流产,1,1,29-9月 -15,WQXLC,,,,ICD10_15
9707,O03.905,难免性流产,1,1,29-9月 -15,NMXLC,,,,ICD10_15
9712,O04.901,人工流产,1,1,29-9月 -15,RGLC,,,,ICD10_15
9715,O04.904,妊娠终止,1,1,29-9月 -15,RSZZ,,,,ICD10_15
9718,O08.101,异位妊娠后出血,1,1,29-9月 -15,YWRSHCX,,,,ICD10_15
9719,O08.102,人工流产后延迟出血,1,1,29-9月 -15,RGLCHYCC,,,,ICD10_15
9722,O08.301,异位妊娠出血性休克,1,1,29-9月 -15,YWRSCXXX,,,,ICD10_15
9727,O08.604,人工流产后子宫韧带血肿,1,1,29-9月 -15,RGLCHZGR,,,,ICD10_15
9732,O10.001,妊娠合并慢性高血压,1,1,29-9月 -15,RSHBMXGX,,,,ICD10_15
9735,O10.901,妊娠合并高血压,1,1,29-9月 -15,RSHBGXY,,,,ICD10_15
9736,O11 01,慢性高血压合并先兆子痫,1,1,29-9月 -15,MXGXYHBX,,,,ICD10_15
9737,O12.001,妊娠水肿,1,1,29-9月 -15,RSSZ,,,,ICD10_15
9739,O13  01,轻度先兆子痫,1,1,29-9月 -15,QDXZZX,,,,ICD10_15
9740,O13  02,轻度妊娠高血压综合症,1,1,29-9月 -15,QDRSGXYZ,,,,ICD10_15
9742,O14.002,中度妊娠高血压综合症,1,1,29-9月 -15,ZDRSGXYZ,,,,ICD10_15
9744,O14.101,重度先兆子痫,1,1,29-9月 -15,CDXZZX,,,,ICD10_15
9745,O14.102,重度妊娠高血压综合症,1,1,29-9月 -15,CDRSGXYZ,,,,ICD10_15
9746,O14.901,先兆子痫,1,1,29-9月 -15,XZZX,,,,ICD10_15
9747,O15.001,妊娠期子痫,1,1,29-9月 -15,RSQZX,,,,ICD10_15
9750,O15.901,子痫,1,1,29-9月 -15,ZX,,,,ICD10_15
9751,O16  01,妊娠一时性高血压,1,1,29-9月 -15,RSYSXGXY,,,,ICD10_15
9753,O20.001,先兆流产,1,1,29-9月 -15,XZLC,,,,ICD10_15
9754,O21.001,妊娠轻度呕吐,1,1,29-9月 -15,RSQDOT,,,,ICD10_15
9755,O21.101,妊娠剧吐伴代谢障碍,1,1,29-9月 -15,RSJTBDXZ,,,,ICD10_15
9756,O21.102,妊娠剧吐伴酸中毒,1,1,29-9月 -15,RSJTBSZD,,,,ICD10_15
9758,O21.901,妊娠呕吐,1,1,29-9月 -15,RSOT,,,,ICD10_15
9760,O22.101,妊娠期外阴静脉曲张,1,1,29-9月 -15,RSQWYJMQ,,,,ICD10_15
9761,O22.102,妊娠期会阴静脉曲张,1,1,29-9月 -15,RSQHYJMQ,,,,ICD10_15
9767,O23.401,妊娠期泌尿道感染,1,1,29-9月 -15,RSQMNDGR,,,,ICD10_15
9777,O24.301,妊娠合并糖尿病(原有),1,1,29-9月 -15,RSHBTNBY,,,,ICD10_15
9778,O24.401,妊娠期糖尿病,1,1,29-9月 -15,RSQTNB,,,,ICD10_15
9783,O26.301,具有子宫内避孕装置的妊娠,1,1,29-9月 -15,JYZGNBYZ,,,,ICD10_15
9785,O26.601,妊娠合并肝病,1,1,29-9月 -15,RSHBGB,,,,ICD10_15
9788,O26.604,妊娠期急性脂肪肝,1,1,29-9月 -15,RSQJXZFG,,,,ICD10_15
9789,O26.605,妊娠期肝内胆汁淤积症,1,1,29-9月 -15,RSQGNDZY,,,,ICD10_15
9800,Q38.101,舌系带短缩,1,1,29-9月 -15,SXDDS,,,,ICD10_15
9802,Q38.301,舌系带过长,1,1,29-9月 -15,SXDGC,,,,ICD10_15
9818,Q39.801,先天性短食管,1,1,29-9月 -15,XTXDSG,,,,ICD10_15
9822,Q40.101,先天性食管裂孔疝,1,1,29-9月 -15,XTXSGLKS,,,,ICD10_15
9823,Q40.201,胃底重复畸形,1,1,29-9月 -15,WDCFJX,,,,ICD10_15
9842,Q43.303,间位结肠,1,1,29-9月 -15,JWJC,,,,ICD10_15
9844,Q43.401,结肠重叠,1,1,29-9月 -15,JCCD,,,,ICD10_15
9847,Q43.801,先天性结肠过长,1,1,29-9月 -15,XTXJCGC,,,,ICD10_15
9852,Q43.901,先天性十二指肠畸形,1,1,29-9月 -15,XTXSEZCJ,,,,ICD10_15
9865,Q44.601,多囊肝,1,1,29-9月 -15,DNG,,,,ICD10_15
9869,Q45.301,先天性胃内异位胰腺,1,1,29-9月 -15,XTXWNYWY,,,,ICD10_15
9870,Q45.302,迷走胰腺,1,1,29-9月 -15,MZYX,,,,ICD10_15
9873,Q45.305,十二指肠异位胰腺,1,1,29-9月 -15,SEZCYWYX,,,,ICD10_15
9875,Q45.801,肝脾异位,1,1,29-9月 -15,GPYW,,,,ICD10_15
9884,Q50.501,卵巢冠囊肿,1,1,29-9月 -15,LCGNZ,,,,ICD10_15
9888,Q50.601,先天性输卵管闭锁,1,1,29-9月 -15,XTXSLGBS,,,,ICD10_15
9892,Q51.101,双子宫双子宫颈伴双阴道,1,1,29-9月 -15,SZGSZGJB,,,,ICD10_15
9894,Q51.201,双子宫,1,1,29-9月 -15,SZG,,,,ICD10_15
9895,Q51.202,双角子宫,1,1,29-9月 -15,SJZG,,,,ICD10_15
9896,Q51.401,单角子宫,1,1,29-9月 -15,DJZG,,,,ICD10_15
9898,Q51.801,子宫纵隔,1,1,29-9月 -15,ZGZG,,,,ICD10_15
9899,Q51.802,先天性子宫颈闭锁,1,1,29-9月 -15,XTXZGJBS,,,,ICD10_15
9901,Q51.804,残角子宫,1,1,29-9月 -15,CJZG,,,,ICD10_15
9902,Q51.901,子宫畸形,1,1,29-9月 -15,ZGJX,,,,ICD10_15
9905,Q52.101,阴道纵隔,1,1,29-9月 -15,YDZG,,,,ICD10_15
9906,Q52.102,阴道横隔,1,1,29-9月 -15,YDHG,,,,ICD10_15
9907,Q52.103,阴道斜隔,1,1,29-9月 -15,YDXG,,,,ICD10_15
9911,Q52.401,先天性阴道闭锁,1,1,29-9月 -15,XTXYDBS,,,,ICD10_15
9918,T91.201,陈旧性肋骨骨折,1,1,29-9月 -15,CJXLGGZ,,,,ICD10_15
9921,T91.204,陈旧性胸骨骨折,1,1,29-9月 -15,CJXXGGZ,,,,ICD10_15
9936,T92.101,陈旧性肱骨骨折,1,1,29-9月 -15,CJXGGGZ,,,,ICD10_15
9937,T92.102,陈旧性上肢骨折,1,1,29-9月 -15,CJXSZGZ,,,,ICD10_15
9938,T92.103,陈旧性锁骨骨折,1,1,29-9月 -15,CJXSGGZ,,,,ICD10_15
9939,T92.201,陈旧性腕骨骨折,1,1,29-9月 -15,CJXWGGZ,,,,ICD10_15
9940,T92.202,陈旧性掌骨骨折,1,1,29-9月 -15,CJXZGGZ,,,,ICD10_15
9942,T92.302,陈旧性指关节脱位,1,1,29-9月 -15,CJXZGJTW,,,,ICD10_15
9943,T92.303,陈旧性肩关节脱位,1,1,29-9月 -15,CJXJGJTW,,,,ICD10_15
9963,T93.101,陈旧性股骨骨折,1,1,29-9月 -15,CJXGGGZ,,,,ICD10_15
9964,T93.102,陈旧性股骨粗隆间骨折,1,1,29-9月 -15,CJXGGCLJ,,,,ICD10_15
9966,T93.104,陈旧性股骨颈骨折,1,1,29-9月 -15,CJXGGJGZ,,,,ICD10_15
9967,T93.201,"陈旧性下肢骨折,除外股骨",1,1,29-9月 -15,CJXXZGZC,,,,ICD10_15
9968,T93.202,陈旧性胫腓骨骨折,1,1,29-9月 -15,CJXJFGGZ,,,,ICD10_15
9979,T93.402,陈旧性腓神经损伤,1,1,29-9月 -15,CJXFSJSS,,,,ICD10_15
9983,T93.502,陈旧性跟腱断裂,1,1,29-9月 -15,CJXGJDL,,,,ICD10_15
9994,T97  01,一氧化碳中毒后遗症,1,1,29-9月 -15,YYHTZDHY,,,,ICD10_15
10007,T98.307,内固定装置外露,1,1,29-9月 -15,NGDZZWL,,,,ICD10_15
10008,T98.308,髋关节术后假体松动,1,1,29-9月 -15,KGJSHJTS,,,,ICD10_15
10015,T98.316,颅骨修补术后期头皮缺损,1,1,29-9月 -15,LGXBSHQT,,,,ICD10_15
10020,T98.321,颅骨修补术后期植入物松动,1,1,29-9月 -15,LGXBSHQZ,,,,ICD10_15
10028,M84.491,病理性骨折,1,1,29-9月 -15,BLXGZ,,,,ICD10_15
10036,M84000/0,汗腺腺瘤,1,1,29-9月 -15,HXXL,,,,ICD10_15
10040,M84011/3,大汗腺腺癌,1,1,29-9月 -15,DHXXA,,,,ICD10_15
10048,M84100/0,皮脂腺腺瘤,1,1,29-9月 -15,PZXXL,,,,ICD10_15
10052,M84200/3,耵聍腺癌,1,1,29-9月 -15,DNXA,,,,ICD10_15
10055,M84400/0,囊腺瘤,1,1,29-9月 -15,NXL,,,,ICD10_15
10057,M84400/6,转移性囊腺癌,1,1,29-9月 -15,ZYXNXA,,,,ICD10_15
10058,M84410/0,浆液性囊腺瘤,1,1,29-9月 -15,JYXNXL,,,,ICD10_15
10059,M84410/3,浆液性囊腺癌,1,1,29-9月 -15,JYXNXA,,,,ICD10_15
10063,M84420/3,卵巢交界恶性浆液性囊腺瘤,1,1,29-9月 -15,LCJJEXJY,,,,ICD10_15
10064,M84500/0,乳头状囊腺瘤,1,1,29-9月 -15,RTZNXL,,,,ICD10_15
10073,M84600/0,浆液性乳头状囊腺瘤,1,1,29-9月 -15,JYXRTZNX,,,,ICD10_15
10079,M84700/0,粘液性囊腺瘤,1,1,29-9月 -15,NYXNXL,,,,ICD10_15
10090,M84800/0,粘液性腺瘤,1,1,29-9月 -15,NYXXL,,,,ICD10_15
10091,M84800/3,粘液腺癌,1,1,29-9月 -15,NYXA,,,,ICD10_15
10092,M84800/6,转移性粘液腺癌,1,1,29-9月 -15,ZYXNYXA,,,,ICD10_15
10095,M84900/3,印戒细胞癌,1,1,29-9月 -15,YJXBA,,,,ICD10_15
10096,M84900/6,转移性印戒细胞癌,1,1,29-9月 -15,ZYXYJXBA,,,,ICD10_15
10099,M85.051,股骨纤维异常增殖症,1,1,29-9月 -15,GGXWYCZZ,,,,ICD10_15
10100,M85.051,股骨纤维结构不良,1,1,29-9月 -15,GGXWJGBL,,,,ICD10_15
10101,M85.061,胫骨纤维结构不良,1,1,29-9月 -15,JGXWJGBL,,,,ICD10_15
10104,M85.091,"骨纤维异样增生症,单发性",1,1,29-9月 -15,GXWYYZSZ,,,,ICD10_15
10107,M85.391,致密性骨炎,1,1,29-9月 -15,ZMXGY,,,,ICD10_15
10128,M85.591,动脉瘤性骨囊肿,1,1,29-9月 -15,DMLXGNZ,,,,ICD10_15
10129,M85.691,骨囊肿,1,1,29-9月 -15,GNZ,,,,ICD10_15
10131,M85000/2,导管内癌,1,1,29-9月 -15,DGNA,,,,ICD10_15
10132,M85000/3,浸润性导管癌,1,1,29-9月 -15,JRXDGA,,,,ICD10_15
10141,M85030/0,导管内乳头状瘤,1,1,29-9月 -15,DGNRTZL,,,,ICD10_15
10148,M99400/3,多毛细胞白血病,1,1,29-9月 -15,DMXBBXB,,,,ICD10_15
10152,M99501/1,真性红细胞增多症,1,1,29-9月 -15,ZXHXBZDZ,,,,ICD10_15
10153,M99600/1,慢性骨髓增生性疾病,1,1,29-9月 -15,MXGSZSXJ,,,,ICD10_15
10158,M99700/1,淋巴组织增生病,1,1,29-9月 -15,LBZZZSB,,,,ICD10_15
10172,N00.901,急性肾炎,1,1,29-9月 -15,JXSY,,,,ICD10_15
10173,N00.902,急性肾小球肾炎,1,1,29-9月 -15,JXSXQSY,,,,ICD10_15
10175,N00.904,急性肾炎综合征,1,1,29-9月 -15,JXSYZHZ,,,,ICD10_15
10177,N01.702,急进型肾炎(ANCA相关性肾炎),1,1,29-9月 -15,JJXSYANC,,,,ICD10_15
10180,N01.901,急进型肾小球肾炎,1,1,29-9月 -15,JJXSXQSY,,,,ICD10_15
10182,N02.801,IgA肾病,1,1,29-9月 -15,IGASB,,,,ICD10_15
10186,N02.902,隐匿型肾小球肾炎,1,1,29-9月 -15,YNXSXQSY,,,,ICD10_15
10190,N03.201,慢性肾炎(膜性肾病),1,1,29-9月 -15,MXSYMXSB,,,,ICD10_15
10204,N03.901,慢性肾炎,1,1,29-9月 -15,MXSY,,,,ICD10_15
10206,N03.903,慢性肾小球肾炎,1,1,29-9月 -15,MXSXQSY,,,,ICD10_15
10227,N04.902,肾病综合征,1,1,29-9月 -15,SBZHZ,,,,ICD10_15
10241,N05.902,肾小球肾炎,1,1,29-9月 -15,SXQSY,,,,ICD10_15
10243,N05.904,肾炎,1,1,29-9月 -15,SY,,,,ICD10_15
10247,Q53.901,隐睾,1,1,29-9月 -15,YG,,,,ICD10_15
10253,Q54.903,先天性尿道下裂,1,1,29-9月 -15,XTXNDXL,,,,ICD10_15
10255,Q55.002,先天性睾丸发育不良,1,1,29-9月 -15,XTXGWFYB,,,,ICD10_15
10265,Q55.601,阴茎发育异常,1,1,29-9月 -15,YJFYYC,,,,ICD10_15
10266,Q55.602,隐匿型阴茎,1,1,29-9月 -15,YNXYJ,,,,ICD10_15
10268,Q55.604,蹼状阴茎,1,1,29-9月 -15,PZYJ,,,,ICD10_15
